"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","CPI","TOT","AGRWTH","A","2010",1.410711,
"CHL","CPI","TOT","AGRWTH","A","2011",3.341217,
"CHL","CPI","TOT","AGRWTH","A","2012",3.007448,
"CHL","CPI","TOT","AGRWTH","A","2013",1.789556,
"CHL","CPI","TOT","AGRWTH","A","2014",4.718675,
"CHL","CPI","TOT","AGRWTH","A","2015",4.348773,
"CHL","CPI","TOT","AGRWTH","A","2016",3.786194,
"CHL","CPI","TOT","AGRWTH","A","2017",2.182719,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHL","CPI","TOT","AGRWTH","A","2019",2.557545,
"CHL","CPI","TOT","AGRWTH","A","2020",3.045491,
"CHL","CPI","TOT","AGRWTH","A","2021",4.524569,
"CHL","CPI","TOT","AGRWTH","A","2022",11.64387,
"EST","CPI","TOT","AGRWTH","A","1998",8.744751,
"EST","CPI","TOT","AGRWTH","A","1999",3.296111,
"EST","CPI","TOT","AGRWTH","A","2000",4.018489,
"EST","CPI","TOT","AGRWTH","A","2001",5.74828,
"EST","CPI","TOT","AGRWTH","A","2002",3.571913,
"EST","CPI","TOT","AGRWTH","A","2003",1.334991,
"EST","CPI","TOT","AGRWTH","A","2004",3.048111,
"EST","CPI","TOT","AGRWTH","A","2005",4.079714,
"EST","CPI","TOT","AGRWTH","A","2006",4.437621,
"EST","CPI","TOT","AGRWTH","A","2007",6.601326,
"EST","CPI","TOT","AGRWTH","A","2008",10.36236,
"EST","CPI","TOT","AGRWTH","A","2009",-0.07840831,
"EST","CPI","TOT","AGRWTH","A","2010",2.972045,
"EST","CPI","TOT","AGRWTH","A","2011",4.981901,
"EST","CPI","TOT","AGRWTH","A","2012",3.9334,
"EST","CPI","TOT","AGRWTH","A","2013",2.780567,
"EST","CPI","TOT","AGRWTH","A","2014",-0.1061751,
"EST","CPI","TOT","AGRWTH","A","2015",-0.492326,
"EST","CPI","TOT","AGRWTH","A","2016",0.1486849,
"EST","CPI","TOT","AGRWTH","A","2017",3.417236,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"EST","CPI","TOT","AGRWTH","A","2019",2.277259,
"EST","CPI","TOT","AGRWTH","A","2020",-0.4445311,
"EST","CPI","TOT","AGRWTH","A","2021",4.653167,
"EST","CPI","TOT","AGRWTH","A","2022",19.39826,
"ISR","CPI","TOT","AGRWTH","A","1974",39.67998,
"ISR","CPI","TOT","AGRWTH","A","1975",39.30674,
"ISR","CPI","TOT","AGRWTH","A","1976",31.31087,
"ISR","CPI","TOT","AGRWTH","A","1977",34.61672,
"ISR","CPI","TOT","AGRWTH","A","1978",50.55094,
"ISR","CPI","TOT","AGRWTH","A","1979",78.31003,
"ISR","CPI","TOT","AGRWTH","A","1980",131.025,
"ISR","CPI","TOT","AGRWTH","A","1981",116.8,
"ISR","CPI","TOT","AGRWTH","A","1982",120.3644,
"ISR","CPI","TOT","AGRWTH","A","1983",145.9515,
"ISR","CPI","TOT","AGRWTH","A","1984",373.2157,
"ISR","CPI","TOT","AGRWTH","A","1985",308.7932,
"ISR","CPI","TOT","AGRWTH","A","1986",47.96489,
"ISR","CPI","TOT","AGRWTH","A","1987",19.09385,
"ISR","CPI","TOT","AGRWTH","A","1988",16.44022,
"ISR","CPI","TOT","AGRWTH","A","1989",20.30338,
"ISR","CPI","TOT","AGRWTH","A","1990",17.26479,
"ISR","CPI","TOT","AGRWTH","A","1991",19.02399,
"ISR","CPI","TOT","AGRWTH","A","1992",12.02224,
"ISR","CPI","TOT","AGRWTH","A","1993",10.98015,
"ISR","CPI","TOT","AGRWTH","A","1994",12.27874,
"ISR","CPI","TOT","AGRWTH","A","1995",9.940259,
"ISR","CPI","TOT","AGRWTH","A","1996",11.39623,
"ISR","CPI","TOT","AGRWTH","A","1997",8.956639,
"ISR","CPI","TOT","AGRWTH","A","1998",5.496829,
"ISR","CPI","TOT","AGRWTH","A","1999",5.175056,
"ISR","CPI","TOT","AGRWTH","A","2000",1.053575,
"ISR","CPI","TOT","AGRWTH","A","2001",1.153505,
"ISR","CPI","TOT","AGRWTH","A","2002",5.756579,
"ISR","CPI","TOT","AGRWTH","A","2003",0.7257646,
"ISR","CPI","TOT","AGRWTH","A","2004",-0.4117344,
"ISR","CPI","TOT","AGRWTH","A","2005",1.312662,
"ISR","CPI","TOT","AGRWTH","A","2006",2.060804,
"ISR","CPI","TOT","AGRWTH","A","2007",0.4598161,
"ISR","CPI","TOT","AGRWTH","A","2008",4.557214,
"ISR","CPI","TOT","AGRWTH","A","2009",3.340312,
"ISR","CPI","TOT","AGRWTH","A","2010",2.71664,
"ISR","CPI","TOT","AGRWTH","A","2011",3.478573,
"ISR","CPI","TOT","AGRWTH","A","2012",1.689482,
"ISR","CPI","TOT","AGRWTH","A","2013",1.576212,
"ISR","CPI","TOT","AGRWTH","A","2014",0.4864956,
"ISR","CPI","TOT","AGRWTH","A","2015",-0.6343907,
"ISR","CPI","TOT","AGRWTH","A","2016",-0.5460349,
"ISR","CPI","TOT","AGRWTH","A","2017",0.2449531,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8173239,
"ISR","CPI","TOT","AGRWTH","A","2019",0.8441287,
"ISR","CPI","TOT","AGRWTH","A","2020",-0.5884303,
"ISR","CPI","TOT","AGRWTH","A","2021",1.492288,
"ISR","CPI","TOT","AGRWTH","A","2022",4.394611,
"SVN","CPI","TOT","AGRWTH","A","1981",42.62295,
"SVN","CPI","TOT","AGRWTH","A","1982",30.11255,
"SVN","CPI","TOT","AGRWTH","A","1983",40.21349,
"SVN","CPI","TOT","AGRWTH","A","1984",53.67198,
"SVN","CPI","TOT","AGRWTH","A","1985",79.40636,
"SVN","CPI","TOT","AGRWTH","A","1986",95.8865,
"SVN","CPI","TOT","AGRWTH","A","1987",132.0727,
"SVN","CPI","TOT","AGRWTH","A","1988",198.7537,
"SVN","CPI","TOT","AGRWTH","A","1989",1281.444,
"SVN","CPI","TOT","AGRWTH","A","1990",552.0835,
"SVN","CPI","TOT","AGRWTH","A","1991",114.8329,
"SVN","CPI","TOT","AGRWTH","A","1992",209.9338,
"SVN","CPI","TOT","AGRWTH","A","1993",31.76213,
"SVN","CPI","TOT","AGRWTH","A","1994",20.99182,
"SVN","CPI","TOT","AGRWTH","A","1995",13.46372,
"SVN","CPI","TOT","AGRWTH","A","1996",9.864456,
"SVN","CPI","TOT","AGRWTH","A","1997",8.359679,
"SVN","CPI","TOT","AGRWTH","A","1998",7.891166,
"SVN","CPI","TOT","AGRWTH","A","1999",6.155588,
"SVN","CPI","TOT","AGRWTH","A","2000",8.911745,
"SVN","CPI","TOT","AGRWTH","A","2001",8.379666,
"SVN","CPI","TOT","AGRWTH","A","2002",7.480778,
"SVN","CPI","TOT","AGRWTH","A","2003",5.544164,
"SVN","CPI","TOT","AGRWTH","A","2004",3.592976,
"SVN","CPI","TOT","AGRWTH","A","2005",2.451501,
"SVN","CPI","TOT","AGRWTH","A","2006",2.457924,
"SVN","CPI","TOT","AGRWTH","A","2007",3.657496,
"SVN","CPI","TOT","AGRWTH","A","2008",5.647424,
"SVN","CPI","TOT","AGRWTH","A","2009",0.8392622,
"SVN","CPI","TOT","AGRWTH","A","2010",1.80117,
"SVN","CPI","TOT","AGRWTH","A","2011",1.802852,
"SVN","CPI","TOT","AGRWTH","A","2012",2.597414,
"SVN","CPI","TOT","AGRWTH","A","2013",1.769201,
"SVN","CPI","TOT","AGRWTH","A","2014",0.1993438,
"SVN","CPI","TOT","AGRWTH","A","2015",-0.5255523,
"SVN","CPI","TOT","AGRWTH","A","2016",-0.05499954,
"SVN","CPI","TOT","AGRWTH","A","2017",1.429107,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"SVN","CPI","TOT","AGRWTH","A","2019",1.630523,
"SVN","CPI","TOT","AGRWTH","A","2020",-0.05485681,
"SVN","CPI","TOT","AGRWTH","A","2021",1.917065,
"SVN","CPI","TOT","AGRWTH","A","2022",8.833699,
"OECD","CPI","TOT","AGRWTH","A","1974",14.08884,
"OECD","CPI","TOT","AGRWTH","A","1975",11.86646,
"OECD","CPI","TOT","AGRWTH","A","1976",9.257046,
"OECD","CPI","TOT","AGRWTH","A","1977",10.1733,
"OECD","CPI","TOT","AGRWTH","A","1978",9.162054,
"OECD","CPI","TOT","AGRWTH","A","1979",11.25315,
"OECD","CPI","TOT","AGRWTH","A","1980",14.77918,
"OECD","CPI","TOT","AGRWTH","A","1981",11.99485,
"OECD","CPI","TOT","AGRWTH","A","1982",10.67806,
"OECD","CPI","TOT","AGRWTH","A","1983",10.52654,
"OECD","CPI","TOT","AGRWTH","A","1984",8.883184,
"OECD","CPI","TOT","AGRWTH","A","1985",7.637399,
"OECD","CPI","TOT","AGRWTH","A","1986",6.810158,
"OECD","CPI","TOT","AGRWTH","A","1987",9.099848,
"OECD","CPI","TOT","AGRWTH","A","1988",9.83635,
"OECD","CPI","TOT","AGRWTH","A","1989",6.3892,
"OECD","CPI","TOT","AGRWTH","A","1990",7.085119,
"OECD","CPI","TOT","AGRWTH","A","1991",6.643307,
"OECD","CPI","TOT","AGRWTH","A","1992",5.3335,
"OECD","CPI","TOT","AGRWTH","A","1993",4.653048,
"OECD","CPI","TOT","AGRWTH","A","1994",4.726224,
"OECD","CPI","TOT","AGRWTH","A","1995",6.06815,
"OECD","CPI","TOT","AGRWTH","A","1996",5.820069,
"OECD","CPI","TOT","AGRWTH","A","1997",4.910319,
"OECD","CPI","TOT","AGRWTH","A","1998",4.332418,
"OECD","CPI","TOT","AGRWTH","A","1999",3.701649,
"OECD","CPI","TOT","AGRWTH","A","2000",4.057052,
"OECD","CPI","TOT","AGRWTH","A","2001",3.67118,
"OECD","CPI","TOT","AGRWTH","A","2002",2.781105,
"OECD","CPI","TOT","AGRWTH","A","2003",2.480545,
"OECD","CPI","TOT","AGRWTH","A","2004",2.411275,
"OECD","CPI","TOT","AGRWTH","A","2005",2.643938,
"OECD","CPI","TOT","AGRWTH","A","2006",2.672025,
"OECD","CPI","TOT","AGRWTH","A","2007",2.548455,
"OECD","CPI","TOT","AGRWTH","A","2008",3.737073,
"OECD","CPI","TOT","AGRWTH","A","2009",0.5562609,
"OECD","CPI","TOT","AGRWTH","A","2010",1.80274,
"OECD","CPI","TOT","AGRWTH","A","2011",2.849035,
"OECD","CPI","TOT","AGRWTH","A","2012",2.243228,
"OECD","CPI","TOT","AGRWTH","A","2013",1.604291,
"OECD","CPI","TOT","AGRWTH","A","2014",1.74088,
"OECD","CPI","TOT","AGRWTH","A","2015",0.6836919,
"OECD","CPI","TOT","AGRWTH","A","2016",1.197013,
"OECD","CPI","TOT","AGRWTH","A","2017",2.281483,
"OECD","CPI","TOT","AGRWTH","A","2018",2.60716,
"OECD","CPI","TOT","AGRWTH","A","2019",2.068702,
"OECD","CPI","TOT","AGRWTH","A","2020",1.37063,
"OECD","CPI","TOT","AGRWTH","A","2021",3.992885,
"OECD","CPI","TOT","AGRWTH","A","2022",9.619392,
"COL","CPI","TOT","AGRWTH","A","1974",23.87097,
"COL","CPI","TOT","AGRWTH","A","1975",23.4375,
"COL","CPI","TOT","AGRWTH","A","1976",19.83122,
"COL","CPI","TOT","AGRWTH","A","1977",33.80282,
"COL","CPI","TOT","AGRWTH","A","1978",17.76316,
"COL","CPI","TOT","AGRWTH","A","1979",24.13408,
"COL","CPI","TOT","AGRWTH","A","1980",26.55266,
"COL","CPI","TOT","AGRWTH","A","1981",27.45377,
"COL","CPI","TOT","AGRWTH","A","1982",24.72098,
"COL","CPI","TOT","AGRWTH","A","1983",19.59731,
"COL","CPI","TOT","AGRWTH","A","1984",16.16162,
"COL","CPI","TOT","AGRWTH","A","1985",24.09018,
"COL","CPI","TOT","AGRWTH","A","1986",18.84246,
"COL","CPI","TOT","AGRWTH","A","1987",23.30203,
"COL","CPI","TOT","AGRWTH","A","1988",28.10839,
"COL","CPI","TOT","AGRWTH","A","1989",25.86755,
"COL","CPI","TOT","AGRWTH","A","1990",29.15202,
"COL","CPI","TOT","AGRWTH","A","1991",30.38782,
"COL","CPI","TOT","AGRWTH","A","1992",27.01063,
"COL","CPI","TOT","AGRWTH","A","1993",22.44248,
"COL","CPI","TOT","AGRWTH","A","1994",22.84624,
"COL","CPI","TOT","AGRWTH","A","1995",20.8918,
"COL","CPI","TOT","AGRWTH","A","1996",20.79756,
"COL","CPI","TOT","AGRWTH","A","1997",18.47003,
"COL","CPI","TOT","AGRWTH","A","1998",18.67698,
"COL","CPI","TOT","AGRWTH","A","1999",10.87369,
"COL","CPI","TOT","AGRWTH","A","2000",9.225347,
"COL","CPI","TOT","AGRWTH","A","2001",7.965562,
"COL","CPI","TOT","AGRWTH","A","2002",6.351508,
"COL","CPI","TOT","AGRWTH","A","2003",7.129788,
"COL","CPI","TOT","AGRWTH","A","2004",5.904022,
"COL","CPI","TOT","AGRWTH","A","2005",5.051016,
"COL","CPI","TOT","AGRWTH","A","2006",4.293426,
"COL","CPI","TOT","AGRWTH","A","2007",5.544385,
"COL","CPI","TOT","AGRWTH","A","2008",6.996882,
"COL","CPI","TOT","AGRWTH","A","2009",4.202518,
"COL","CPI","TOT","AGRWTH","A","2010",2.272003,
"COL","CPI","TOT","AGRWTH","A","2011",3.415032,
"COL","CPI","TOT","AGRWTH","A","2012",3.169303,
"COL","CPI","TOT","AGRWTH","A","2013",2.016993,
"COL","CPI","TOT","AGRWTH","A","2014",2.898838,
"COL","CPI","TOT","AGRWTH","A","2015",4.989829,
"COL","CPI","TOT","AGRWTH","A","2016",7.513461,
"COL","CPI","TOT","AGRWTH","A","2017",4.314313,
"COL","CPI","TOT","AGRWTH","A","2018",3.24057,
"COL","CPI","TOT","AGRWTH","A","2019",3.52302,
"COL","CPI","TOT","AGRWTH","A","2020",2.52662,
"COL","CPI","TOT","AGRWTH","A","2021",3.495073,
"COL","CPI","TOT","AGRWTH","A","2022",10.17724,
"LVA","CPI","TOT","AGRWTH","A","1992",951.6962,
"LVA","CPI","TOT","AGRWTH","A","1993",108.9896,
"LVA","CPI","TOT","AGRWTH","A","1994",35.92471,
"LVA","CPI","TOT","AGRWTH","A","1995",24.97593,
"LVA","CPI","TOT","AGRWTH","A","1996",17.61046,
"LVA","CPI","TOT","AGRWTH","A","1997",8.447392,
"LVA","CPI","TOT","AGRWTH","A","1998",4.644212,
"LVA","CPI","TOT","AGRWTH","A","1999",2.364815,
"LVA","CPI","TOT","AGRWTH","A","2000",2.654253,
"LVA","CPI","TOT","AGRWTH","A","2001",2.487044,
"LVA","CPI","TOT","AGRWTH","A","2002",1.938879,
"LVA","CPI","TOT","AGRWTH","A","2003",2.942643,
"LVA","CPI","TOT","AGRWTH","A","2004",6.192384,
"LVA","CPI","TOT","AGRWTH","A","2005",6.748452,
"LVA","CPI","TOT","AGRWTH","A","2006",6.536199,
"LVA","CPI","TOT","AGRWTH","A","2007",10.09298,
"LVA","CPI","TOT","AGRWTH","A","2008",15.40232,
"LVA","CPI","TOT","AGRWTH","A","2009",3.534107,
"LVA","CPI","TOT","AGRWTH","A","2010",-1.084636,
"LVA","CPI","TOT","AGRWTH","A","2011",4.370736,
"LVA","CPI","TOT","AGRWTH","A","2012",2.257789,
"LVA","CPI","TOT","AGRWTH","A","2013",-0.02945478,
"LVA","CPI","TOT","AGRWTH","A","2014",0.6204923,
"LVA","CPI","TOT","AGRWTH","A","2015",0.1742414,
"LVA","CPI","TOT","AGRWTH","A","2016",0.1406308,
"LVA","CPI","TOT","AGRWTH","A","2017",2.930369,
"LVA","CPI","TOT","AGRWTH","A","2018",2.53446,
"LVA","CPI","TOT","AGRWTH","A","2019",2.811403,
"LVA","CPI","TOT","AGRWTH","A","2020",0.2190611,
"LVA","CPI","TOT","AGRWTH","A","2021",3.275814,
"LVA","CPI","TOT","AGRWTH","A","2022",17.31029,
"LTU","CPI","TOT","AGRWTH","A","1992",1020.621,
"LTU","CPI","TOT","AGRWTH","A","1993",410.4519,
"LTU","CPI","TOT","AGRWTH","A","1994",72.25468,
"LTU","CPI","TOT","AGRWTH","A","1995",39.64763,
"LTU","CPI","TOT","AGRWTH","A","1996",24.62519,
"LTU","CPI","TOT","AGRWTH","A","1997",8.881048,
"LTU","CPI","TOT","AGRWTH","A","1998",5.067554,
"LTU","CPI","TOT","AGRWTH","A","1999",0.7275506,
"LTU","CPI","TOT","AGRWTH","A","2000",0.9816155,
"LTU","CPI","TOT","AGRWTH","A","2001",1.36712,
"LTU","CPI","TOT","AGRWTH","A","2002",0.2815066,
"LTU","CPI","TOT","AGRWTH","A","2003",-1.134309,
"LTU","CPI","TOT","AGRWTH","A","2004",1.164103,
"LTU","CPI","TOT","AGRWTH","A","2005",2.658485,
"LTU","CPI","TOT","AGRWTH","A","2006",3.73912,
"LTU","CPI","TOT","AGRWTH","A","2007",5.737174,
"LTU","CPI","TOT","AGRWTH","A","2008",10.92589,
"LTU","CPI","TOT","AGRWTH","A","2009",4.453044,
"LTU","CPI","TOT","AGRWTH","A","2010",1.319214,
"LTU","CPI","TOT","AGRWTH","A","2011",4.130276,
"LTU","CPI","TOT","AGRWTH","A","2012",3.089983,
"LTU","CPI","TOT","AGRWTH","A","2013",1.047479,
"LTU","CPI","TOT","AGRWTH","A","2014",0.103758,
"LTU","CPI","TOT","AGRWTH","A","2015",-0.8840974,
"LTU","CPI","TOT","AGRWTH","A","2016",0.9055251,
"LTU","CPI","TOT","AGRWTH","A","2017",3.722889,
"LTU","CPI","TOT","AGRWTH","A","2018",2.697928,
"LTU","CPI","TOT","AGRWTH","A","2019",2.334509,
"LTU","CPI","TOT","AGRWTH","A","2020",1.199894,
"LTU","CPI","TOT","AGRWTH","A","2021",4.683544,
"LTU","CPI","TOT","AGRWTH","A","2022",19.70505,
"CRI","CPI","TOT","AGRWTH","A","1977",4.19024,
"CRI","CPI","TOT","AGRWTH","A","1978",6.007127,
"CRI","CPI","TOT","AGRWTH","A","1979",9.188411,
"CRI","CPI","TOT","AGRWTH","A","1980",18.13517,
"CRI","CPI","TOT","AGRWTH","A","1981",37.05634,
"CRI","CPI","TOT","AGRWTH","A","1982",90.12133,
"CRI","CPI","TOT","AGRWTH","A","1983",32.62371,
"CRI","CPI","TOT","AGRWTH","A","1984",11.94743,
"CRI","CPI","TOT","AGRWTH","A","1985",15.05742,
"CRI","CPI","TOT","AGRWTH","A","1986",11.83506,
"CRI","CPI","TOT","AGRWTH","A","1987",16.84242,
"CRI","CPI","TOT","AGRWTH","A","1988",20.83253,
"CRI","CPI","TOT","AGRWTH","A","1989",16.50981,
"CRI","CPI","TOT","AGRWTH","A","1990",19.03975,
"CRI","CPI","TOT","AGRWTH","A","1991",28.70929,
"CRI","CPI","TOT","AGRWTH","A","1992",21.79117,
"CRI","CPI","TOT","AGRWTH","A","1993",9.778601,
"CRI","CPI","TOT","AGRWTH","A","1994",13.53447,
"CRI","CPI","TOT","AGRWTH","A","1995",23.1865,
"CRI","CPI","TOT","AGRWTH","A","1996",17.51145,
"CRI","CPI","TOT","AGRWTH","A","1997",13.24804,
"CRI","CPI","TOT","AGRWTH","A","1998",11.6593,
"CRI","CPI","TOT","AGRWTH","A","1999",10.04528,
"CRI","CPI","TOT","AGRWTH","A","2000",10.96155,
"CRI","CPI","TOT","AGRWTH","A","2001",11.25562,
"CRI","CPI","TOT","AGRWTH","A","2002",9.167521,
"CRI","CPI","TOT","AGRWTH","A","2003",9.447581,
"CRI","CPI","TOT","AGRWTH","A","2004",12.31481,
"CRI","CPI","TOT","AGRWTH","A","2005",13.7983,
"CRI","CPI","TOT","AGRWTH","A","2006",11.4706,
"CRI","CPI","TOT","AGRWTH","A","2007",9.357244,
"CRI","CPI","TOT","AGRWTH","A","2008",13.42446,
"CRI","CPI","TOT","AGRWTH","A","2009",7.842702,
"CRI","CPI","TOT","AGRWTH","A","2010",5.662757,
"CRI","CPI","TOT","AGRWTH","A","2011",4.877998,
"CRI","CPI","TOT","AGRWTH","A","2012",4.495453,
"CRI","CPI","TOT","AGRWTH","A","2013",5.231336,
"CRI","CPI","TOT","AGRWTH","A","2014",4.519201,
"CRI","CPI","TOT","AGRWTH","A","2015",0.801982,
"CRI","CPI","TOT","AGRWTH","A","2016",-0.01747885,
"CRI","CPI","TOT","AGRWTH","A","2017",1.625907,
"CRI","CPI","TOT","AGRWTH","A","2018",2.221115,
"CRI","CPI","TOT","AGRWTH","A","2019",2.096046,
"CRI","CPI","TOT","AGRWTH","A","2020",0.7249115,
"CRI","CPI","TOT","AGRWTH","A","2021",1.726478,
"G-20","CPI","TOT","AGRWTH","A","1997",6.262097,
"G-20","CPI","TOT","AGRWTH","A","1998",6.610947,
"G-20","CPI","TOT","AGRWTH","A","1999",6.103374,
"G-20","CPI","TOT","AGRWTH","A","2000",4.454865,
"G-20","CPI","TOT","AGRWTH","A","2001",4.312307,
"G-20","CPI","TOT","AGRWTH","A","2002",3.515885,
"G-20","CPI","TOT","AGRWTH","A","2003",3.356506,
"G-20","CPI","TOT","AGRWTH","A","2004",3.063714,
"G-20","CPI","TOT","AGRWTH","A","2005",3.293352,
"G-20","CPI","TOT","AGRWTH","A","2006",3.333422,
"G-20","CPI","TOT","AGRWTH","A","2007",3.377728,
"G-20","CPI","TOT","AGRWTH","A","2008",4.975504,
"G-20","CPI","TOT","AGRWTH","A","2009",2.020091,
"G-20","CPI","TOT","AGRWTH","A","2010",3.269716,
"G-20","CPI","TOT","AGRWTH","A","2011",4.150681,
"G-20","CPI","TOT","AGRWTH","A","2012",3.236469,
"G-20","CPI","TOT","AGRWTH","A","2013",3.140436,
"G-20","CPI","TOT","AGRWTH","A","2014",2.779612,
"G-20","CPI","TOT","AGRWTH","A","2015",2.366872,
"G-20","CPI","TOT","AGRWTH","A","2016",2.248121,
"G-20","CPI","TOT","AGRWTH","A","2017",2.348548,
"G-20","CPI","TOT","AGRWTH","A","2018",3.230422,
"G-20","CPI","TOT","AGRWTH","A","2019",3.563748,
"G-20","CPI","TOT","AGRWTH","A","2020",2.694649,
"G-20","CPI","TOT","AGRWTH","A","2021",4.284405,
"G-20","CPI","TOT","AGRWTH","A","2022",8.563109,
